ARMAS MEDIOS;DEPARTAMENTO;MUNICIPIO;FECHA HECHO;DELITO ;GENERO;AGRUPA EDAD PERSONA;CODIGO DANE;CANTIDAD
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);12/01/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);12/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);12/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);12/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;MASCULINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);12/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;MASCULINO;MENORES;11001000;2
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);12/01/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;MASCULINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);13/01/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADULTOS;11001000;6
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);13/01/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);13/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);13/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADULTOS;11001000;3
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);13/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;MASCULINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);13/01/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);13/01/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);13/01/2020;ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN;FEMENINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);13/01/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);13/01/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;MASCULINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);13/01/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;MASCULINO;ADULTOS;11001000;2
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);13/01/2020;ARTÍCULO 210 A. ACOSO SEXUAL;FEMENINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);13/01/2020;ARTÍCULO 219 A. UTILIZACIÓN O FACILITACIÓN DE MEDIOS DE COMUNICACIÓN PARA OFRECER SERVICIOS SEXUALES DE MENORES;FEMENINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);14/01/2020;ARTÍCULO 218. PORNOGRAFÍA CON MENORES;FEMENINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);14/01/2020;ARTÍCULO 218. PORNOGRAFÍA CON MENORES;MASCULINO;MENORES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);14/01/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);14/01/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;MASCULINO;MENORES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);14/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;11001000;2
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);14/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;MASCULINO;MENORES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);14/01/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;11001000;3
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);14/01/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;MASCULINO;ADULTOS;11001000;2
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);14/01/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);14/01/2020;ARTÍCULO 210 A. ACOSO SEXUAL;FEMENINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);15/01/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);15/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);15/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;11001000;8
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);15/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;MASCULINO;MENORES;11001000;2
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);15/01/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);15/01/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);15/01/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);15/01/2020;ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR;MASCULINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);15/01/2020;ARTÍCULO 210 A. ACOSO SEXUAL;FEMENINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);16/01/2020;ARTÍCULO 218. PORNOGRAFÍA CON MENORES;FEMENINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);16/01/2020;ARTÍCULO 218. PORNOGRAFÍA CON MENORES;FEMENINO;MENORES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);16/01/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);16/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);16/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;11001000;2
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);16/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;MASCULINO;MENORES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);16/01/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);16/01/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;MASCULINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);16/01/2020;ARTÍCULO 210 A. ACOSO SEXUAL;MASCULINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);17/01/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;11001000;3
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);17/01/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;11001000;2
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);17/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;11001000;3
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);17/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;MASCULINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);17/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;MASCULINO;MENORES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);17/01/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;MENORES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);17/01/2020;ARTÍCULO 210 A. ACOSO SEXUAL;FEMENINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);18/01/2020;ARTÍCULO 217. ESTÍMULO A LA PROSTITUCIÓN DE MENORES;FEMENINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);18/01/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);18/01/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);18/01/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;MASCULINO;MENORES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);18/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);18/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;11001000;9
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);18/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;MASCULINO;MENORES;11001000;2
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);18/01/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);19/01/2020;ARTÍCULO 218. PORNOGRAFÍA CON MENORES;FEMENINO;MENORES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);19/01/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;MASCULINO;MENORES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);19/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;11001000;8
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);19/01/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;ADULTOS;11001000;3
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);19/01/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);19/01/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;MASCULINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);19/01/2020;ARTÍCULO 210 A. ACOSO SEXUAL;FEMENINO;ADULTOS;11001000;2
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);20/01/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);20/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);20/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;MASCULINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);20/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;MASCULINO;MENORES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);20/01/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);20/01/2020;ARTÍCULO 210 A. ACOSO SEXUAL;FEMENINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);20/01/2020;ARTÍCULO 210 A. ACOSO SEXUAL;FEMENINO;MENORES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);21/01/2020;ARTÍCULO 218. PORNOGRAFÍA CON MENORES;FEMENINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);21/01/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);21/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;MASCULINO;ADOLESCENTES;11001000;2
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);21/01/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;MENORES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);21/01/2020;ARTÍCULO 214. CONSTREÑIMIENTO A LA PROSTITUCIÓN;FEMENINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);21/01/2020;ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR;FEMENINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);21/01/2020;ARTÍCULO 213 A. PROXENETISMO CON MENOR DE EDAD;FEMENINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);22/01/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);22/01/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;MASCULINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);22/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);22/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;MASCULINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);22/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;MASCULINO;MENORES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);22/01/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);22/01/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);23/01/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;11001000;2
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);23/01/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);23/01/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;MASCULINO;MENORES;11001000;2
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);23/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);23/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;11001000;2
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);23/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;MASCULINO;MENORES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);23/01/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);23/01/2020;ARTÍCULO 210 A. ACOSO SEXUAL;FEMENINO;ADULTOS;11001000;2
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);24/01/2020;ARTÍCULO 218. PORNOGRAFÍA CON MENORES;FEMENINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);24/01/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);24/01/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);24/01/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;MASCULINO;ADULTOS;11001000;2
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);24/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);24/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);24/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;11001000;2
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);24/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;MASCULINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);24/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;MASCULINO;MENORES;11001000;2
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);24/01/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;ADULTOS;11001000;2
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);24/01/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;MASCULINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);24/01/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);24/01/2020;ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR;FEMENINO;ADULTOS;11001000;2
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);24/01/2020;ARTÍCULO 210 A. ACOSO SEXUAL;FEMENINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);24/01/2020;ARTÍCULO 210 A. ACOSO SEXUAL;FEMENINO;MENORES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);24/01/2020;ARTÍCULO 210 A. ACOSO SEXUAL;MASCULINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);25/01/2020;ARTÍCULO 218. PORNOGRAFÍA CON MENORES;FEMENINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);25/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);25/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;11001000;4
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);25/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;MASCULINO;MENORES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);25/01/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);25/01/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADOLESCENTES;11001000;2
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);25/01/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);25/01/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);25/01/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);25/01/2020;ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR;FEMENINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);25/01/2020;ARTÍCULO 210 A. ACOSO SEXUAL;FEMENINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);26/01/2020;ARTÍCULO 218. PORNOGRAFÍA CON MENORES;FEMENINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);26/01/2020;ARTÍCULO 218. PORNOGRAFÍA CON MENORES;FEMENINO;MENORES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);26/01/2020;ARTÍCULO 218. PORNOGRAFÍA CON MENORES;MASCULINO;MENORES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);26/01/2020;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);26/01/2020;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;ADULTOS;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);26/01/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);26/01/2020;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;11001000;2
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);26/01/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;11001000;2
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);26/01/2020;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;MASCULINO;ADOLESCENTES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);27/01/2020;ARTÍCULO 218. PORNOGRAFÍA CON MENORES;FEMENINO;MENORES;11001000;1
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);27/01/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;11001000;2
NO REPORTADO;CUNDINAMARCA;BOGOTÁ D.C. (CT);27/01/2020;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;MASCULINO;MENORES;11001000;1
