ARMAS_MEDIOS;DEPARTAMENTO ;MUNICIPIO ;FECHA ;DELITO ;GENERO;*AGRUPA_EDAD_PERSONA;CODIGO_DANE;CANTIDAD 
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);06/03/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);06/03/2022;ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);08/03/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);08/03/2022;ARTÍCULO 210 A. ACOSO SEXUAL;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);09/03/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);10/03/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADULTOS;52001000;2
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);10/03/2022;ARTÍCULO 213 A. PROXENETISMO CON MENOR DE EDAD;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);11/03/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);13/03/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);15/03/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);17/03/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);17/03/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);17/03/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);17/03/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);18/03/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;52001000;4
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);21/03/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);22/03/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);23/03/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);27/03/2022;ARTÍCULO 213 A. PROXENETISMO CON MENOR DE EDAD;FEMENINO;ADOLESCENTES;52001000;2
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);28/03/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);29/03/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);01/04/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;MASCULINO;MENORES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);01/04/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);04/04/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);05/04/2022;ARTÍCULO 210 A. ACOSO SEXUAL;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);05/04/2022;ARTÍCULO 210 A. ACOSO SEXUAL;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);12/04/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);16/04/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);18/04/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);18/04/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);21/04/2022;ARTÍCULO 210 A. ACOSO SEXUAL;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);23/04/2022;ARTÍCULO 218. PORNOGRAFÍA CON MENORES;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);25/04/2022;ARTÍCULO 219 A. UTILIZACIÓN O FACILITACIÓN DE MEDIOS DE COMUNICACIÓN PARA OFRECER SERVICIOS SEXUALES DE MENORES;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);27/04/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);27/04/2022;ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);01/05/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);01/05/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);04/05/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);07/05/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);09/05/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);11/05/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;MASCULINO;MENORES;52001000;3
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);13/05/2022;ARTÍCULO 218. PORNOGRAFÍA CON MENORES;MASCULINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);13/05/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);15/05/2022;ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);16/05/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;MASCULINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);17/05/2022;ARTÍCULO 210 A. ACOSO SEXUAL;MASCULINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);19/05/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);21/05/2022;ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);25/05/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;MASCULINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);26/05/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);27/05/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);31/05/2022;ARTÍCULO 210 A. ACOSO SEXUAL;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);01/06/2022;ARTÍCULO 219 A. UTILIZACIÓN O FACILITACIÓN DE MEDIOS DE COMUNICACIÓN PARA OFRECER SERVICIOS SEXUALES DE MENORES;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);03/06/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);03/06/2022;ARTÍCULO 210 A. ACOSO SEXUAL;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);05/06/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);06/06/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);10/06/2022;ARTÍCULO 218. PORNOGRAFÍA CON MENORES;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);11/06/2022;ARTÍCULO 210 A. ACOSO SEXUAL;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);12/06/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);15/06/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);18/06/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);24/06/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);25/06/2022;ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);26/06/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);27/06/2022;ARTÍCULO 210 A. ACOSO SEXUAL;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);30/06/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);07/07/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);10/07/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);11/07/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);12/07/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);14/07/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;52001000;2
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);15/07/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);17/07/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);17/07/2022;ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);19/07/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;MASCULINO;MENORES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);19/07/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);20/07/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);22/07/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);26/07/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);29/07/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);29/07/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);30/07/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;MASCULINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);04/08/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);04/08/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);07/08/2022;ARTÍCULO 210 A. ACOSO SEXUAL;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);08/08/2022;ARTÍCULO 210 A. ACOSO SEXUAL;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);10/08/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);10/08/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);11/08/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);11/08/2022;ARTÍCULO 210 A. ACOSO SEXUAL;FEMENINO;MENORES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);17/08/2022;ARTÍCULO 210 A. ACOSO SEXUAL;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);18/08/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);18/08/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;52001000;3
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);18/08/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);18/08/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);19/08/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;MASCULINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);24/08/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);25/08/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);27/08/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);29/08/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);30/08/2022;ARTÍCULO 218. PORNOGRAFÍA CON MENORES;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);30/08/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;MASCULINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);01/09/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);01/09/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;MASCULINO;MENORES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);02/09/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);04/09/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);05/09/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;MENORES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);05/09/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;MASCULINO;MENORES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);07/09/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);08/09/2022;ARTÍCULO 218. PORNOGRAFÍA CON MENORES;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);08/09/2022;ARTÍCULO 210 A. ACOSO SEXUAL;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);09/09/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;MASCULINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);09/09/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);10/09/2022;ARTÍCULO 205. ACCESO CARNAL VIOLENTO;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);11/09/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);12/09/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);12/09/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);19/09/2022;ARTÍCULO 210 A. ACOSO SEXUAL;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);21/09/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);29/09/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);03/10/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;MASCULINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);03/10/2022;ARTÍCULO 210 A. ACOSO SEXUAL;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);04/10/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;52001000;2
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);04/10/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;52001000;2
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);05/10/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;52001000;4
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);07/10/2022;ARTÍCULO 210 A. ACOSO SEXUAL;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);08/10/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);09/10/2022;ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);12/10/2022;ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);13/10/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;MASCULINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);13/10/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);14/10/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADULTOS;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);15/10/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);15/10/2022;ARTÍCULO 206. ACTO SEXUAL VIOLENTO;MASCULINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);18/10/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);19/10/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);19/10/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;FEMENINO;MENORES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);20/10/2022;ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS;FEMENINO;ADOLESCENTES;52001000;1
SIN EMPLEO DE ARMAS;NARIÑO;PASTO (CT);20/10/2022;ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS;MASCULINO;MENORES;52001000;1
